file	x	y	area	sample	number	diameter	T	sub_thick	sub_age	time
ML15_01_um.csv	0.595	2.134	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	2.771	2.373	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	3.516	2.649	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	3.5	2.525	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	3.784	2.429	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	3.73	2.252	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	3.746	1.883	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	3.832	1.96	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	3.276	1.756	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	3.202	1.096	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	3.466	0.879	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	3.562	0.778	0.005	ML15	01	0.0797884560802865	750	5	old	20
ML15_01_um.csv	3.781	0.746	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	2.626	0.824	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	2.025	2.191	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	2.24	2.36	0.006	ML15	01	0.0874038744473663	750	5	old	20
ML15_01_um.csv	2.052	2.619	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	1.605	2.371	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	1.658	2.21	0.005	ML15	01	0.0797884560802865	750	5	old	20
ML15_01_um.csv	1.673	2.055	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	1.268	2.388	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	0.783	2.41	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	2.261	1.136	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	2.108	0.511	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	2.506	1.483	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	2.762	0.58	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	2.849	0.368	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	2.752	0.303	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	2.911	0.158	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	3.264	0.187	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	2.445	1.37	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	1.545	1.969	0.006	ML15	01	0.0874038744473663	750	5	old	20
ML15_01_um.csv	1.093	2.031	0.006	ML15	01	0.0874038744473663	750	5	old	20
ML15_01_um.csv	1.822	1.942	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	2.117	0.75	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	2.092	0.637	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	2.085	0.3	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	2.051	0.151	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	1.701	0.593	0.006	ML15	01	0.0874038744473663	750	5	old	20
ML15_01_um.csv	1.063	0.476	0.006	ML15	01	0.0874038744473663	750	5	old	20
ML15_01_um.csv	0.807	0.593	0.005	ML15	01	0.0797884560802865	750	5	old	20
ML15_01_um.csv	0.502	1.062	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	0.522	0.878	0.006	ML15	01	0.0874038744473663	750	5	old	20
ML15_01_um.csv	0.541	0.744	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	1.05	1.732	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	0.943	1.671	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	1.176	1.491	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	1.175	1.344	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	1.157	1.235	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_01_um.csv	1.554	1.631	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	1.492	2.392	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	1.098	2.605	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	0.399	2.51	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	1.736	1.932	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	2.17	1.673	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	2.25	0.278	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	2.519	1.035	0.003	ML15	01	0.0618038723237103	750	5	old	20
ML15_01_um.csv	2.756	0.774	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	2.622	1.598	0.004	ML15	01	0.0713649646461108	750	5	old	20
ML15_01_um.csv	1.839	1.774	0.001	ML15	01	0.0356824823230554	750	5	old	20
ML15_01_um.csv	1.649	1.675	0.002	ML15	01	0.0504626504404032	750	5	old	20
ML15_02_um.csv	0.081	0.054	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	0.132	0.203	0.006	ML15	02	0.0874038744473663	750	5	old	20
ML15_02_um.csv	0.215	0.308	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	0.295	0.396	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	0.23	0.463	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	0.052	0.513	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	0.048	0.635	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	1.103	1.079	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.49	1.205	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	1.268	1.13	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	1.364	1.277	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.782	1.057	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	1.57	1.056	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.686	1.012	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.792	0.878	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.911	1.347	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	1.607	1.538	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.47	2.235	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	0.902	2.288	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	0.745	2.401	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	0.812	2.514	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	0.93	2.13	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	0.789	2.191	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	1.891	1.547	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.567	1.28	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	2.071	0.774	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.789	2.49	0.001	ML15	02	0.0356824823230554	750	5	old	20
ML15_02_um.csv	3.877	2.509	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.91	2.42	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	3.593	2.524	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.523	2.324	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	3.776	2.212	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	3.743	2.089	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.77	1.957	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.948	1.977	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.669	1.64	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	3.425	1.516	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	3.495	1.129	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.695	0.682	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	3.654	0.257	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	3.11	0.775	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.007	0.914	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	2.196	0.795	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.974	0.847	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	2.131	1.176	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	1.306	1.406	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	1.175	1.405	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	0.997	1.509	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	0.992	1.597	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	0.869	2.14	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	1.041	2.19	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	1.134	2.279	0.006	ML15	02	0.0874038744473663	750	5	old	20
ML15_02_um.csv	1.357	2.414	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.191	2.402	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	1.463	2.532	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	1.983	1.218	0.006	ML15	02	0.0874038744473663	750	5	old	20
ML15_02_um.csv	1.673	1.436	0.006	ML15	02	0.0874038744473663	750	5	old	20
ML15_02_um.csv	1.306	2.069	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.314	2.214	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.26	1.883	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	1.119	1.24	0.007	ML15	02	0.094406974388263	750	5	old	20
ML15_02_um.csv	1.792	1.385	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.623	1.846	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	1.152	2.071	0.006	ML15	02	0.0874038744473663	750	5	old	20
ML15_02_um.csv	1.402	2.111	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	0.993	2.092	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	1.012	1.987	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	1.081	1.934	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	0.685	2.059	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	0.804	1.961	0.006	ML15	02	0.0874038744473663	750	5	old	20
ML15_02_um.csv	0.472	2.33	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	1.846	2.013	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	2.213	1.858	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	2.309	1.865	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	2.283	2.05	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	2.27	2.41	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	2.783	2.378	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	2.687	2.428	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	2.941	1.834	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	2.864	1.684	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	2.8	1.578	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.043	1.088	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	2.673	1.26	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	2.498	1.592	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.03	1.493	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	2.95	1.456	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	3.371	1.002	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	3.446	1.032	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	3.767	1.201	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.869	0.799	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	3.747	0.794	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.856	0.475	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	3.524	0.152	0.006	ML15	02	0.0874038744473663	750	5	old	20
ML15_02_um.csv	2.932	0.373	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	3.033	0.642	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	2.923	1.144	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	2.819	0.789	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	2.492	0.871	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	2.202	0.926	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	2.458	1.141	0.005	ML15	02	0.0797884560802865	750	5	old	20
ML15_02_um.csv	2.433	1.352	0.001	ML15	02	0.0356824823230554	750	5	old	20
ML15_02_um.csv	2.511	1.4	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.127	0.109	0.004	ML15	02	0.0713649646461108	750	5	old	20
ML15_02_um.csv	2.411	2.004	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	2.017	2.159	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	1.862	2.392	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	1.941	2.324	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	2.114	2.465	0.003	ML15	02	0.0618038723237103	750	5	old	20
ML15_02_um.csv	3.515	2.632	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_02_um.csv	3.611	2.365	0.002	ML15	02	0.0504626504404032	750	5	old	20
ML15_03_um.csv	0.486	0.206	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	0.978	0.086	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	0.538	0.153	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	0.486	0.206	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	0.364	0.661	0.006	ML15	03	0.0874038744473663	750	5	old	20
ML15_03_um.csv	0.341	0.901	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	0.105	1.195	0.005	ML15	03	0.0797884560802865	750	5	old	20
ML15_03_um.csv	0.16	1.101	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	3.508	0.155	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	3.789	0.195	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.448	1.337	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.178	2.375	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.251	2.329	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	0.575	2.482	0.005	ML15	03	0.0797884560802865	750	5	old	20
ML15_03_um.csv	0.432	2.657	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	3.283	0.212	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	3.084	0.178	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	2.553	0.907	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	2.28	1.579	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.819	1.802	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.583	1.666	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.866	2.082	0.005	ML15	03	0.0797884560802865	750	5	old	20
ML15_03_um.csv	3.155	2.389	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	3.363	2.441	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	3.918	2.482	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	3.739	2.677	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	3.775	2.576	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	3.203	0.88	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	2.228	1.101	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.995	1.173	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.423	1.222	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.21	1.626	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	0.808	1.587	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	0.648	1.577	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.336	2.016	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.793	2.271	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.722	2.189	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	2.535	1.726	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	2.851	0.639	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.973	0.622	0.006	ML15	03	0.0874038744473663	750	5	old	20
ML15_03_um.csv	1.801	0.532	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.684	0.496	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.658	0.552	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.63	0.612	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.427	0.777	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.324	0.993	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.47	1.623	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.078	2.031	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	0.965	2	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.529	2.173	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.401	2.332	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	2.439	1.098	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	2.301	1.032	0.005	ML15	03	0.0797884560802865	750	5	old	20
ML15_03_um.csv	2.082	0.239	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	2.583	0.775	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	3.173	0.116	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	2.191	2.539	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	2.411	2.634	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	2.251	2.655	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.313	1.171	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.003	1.346	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.083	1.284	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.101	0.219	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	0.942	0.384	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	0.787	0.761	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	0.896	0.644	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	0.164	2.329	0.001	ML15	03	0.0356824823230554	750	5	old	20
ML15_03_um.csv	0.8	2.374	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.193	2.177	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.681	2.28	0.001	ML15	03	0.0356824823230554	750	5	old	20
ML15_03_um.csv	1.483	2.087	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.941	2.26	0.007	ML15	03	0.094406974388263	750	5	old	20
ML15_03_um.csv	2.142	2.156	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.961	1.422	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	2.051	1.341	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	2.269	1.853	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.687	1.299	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.328	1.672	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.661	1.561	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.754	0.818	0.005	ML15	03	0.0797884560802865	750	5	old	20
ML15_03_um.csv	1.848	0.691	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.644	0.709	0.004	ML15	03	0.0713649646461108	750	5	old	20
ML15_03_um.csv	1.46	1.749	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	1.651	1.866	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	1.947	1.854	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	2.316	1.27	0.005	ML15	03	0.0797884560802865	750	5	old	20
ML15_03_um.csv	1.345	0.786	0.002	ML15	03	0.0504626504404032	750	5	old	20
ML15_03_um.csv	2.527	0.611	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	2.424	2.301	0.003	ML15	03	0.0618038723237103	750	5	old	20
ML15_03_um.csv	2.337	2.364	0.004	ML15	03	0.0713649646461108	750	5	old	20
